"Gender = Female";"Gender = Male";"Customer Type = Loyal Customer";"Customer Type = disloyal Customer";"Type of Travel = Business travel";"Type of Travel = Personal Travel";"Class = Eco";"Class = Business";"Class = Eco Plus";"Age";"Flight Distance";"Inflight wifi service";"Departure/Arrival time convenient";"Ease of Online booking";"Gate location";"Food and drink";"Online boarding";"Seat comfort";"Inflight entertainment";"On-board service";"Leg room service";"Baggage handling";"Checkin service";"Inflight service";"Cleanliness";"Departure Delay in Minutes";"Arrival Delay in Minutes";"satisfaction"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.23076923076923078;0.047859450726978996;0.0;0.0;0.0;0.0;0.4;0.4;0.25;0.4;0.4;0.6;0.5;1.0;0.2;0.4;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5384615384615384;0.3758077544426494;0.8;0.8;0.8;0.75;0.4;0.8;0.75;0.8;0.8;0.8;0.75;0.75;0.8;0.6;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.41025641025641024;0.5032310177705978;1.0;0.8;1.0;1.0;0.6;0.8;0.75;1.0;1.0;1.0;1.0;0.75;1.0;0.8;0.0;0.0017937219730941704;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.4358974358974359;0.3465266558966074;1.0;1.0;0.6;1.0;0.6;0.8;0.75;0.6;0.6;0.8;0.5;1.0;0.6;1.0;0.015070921985815602;0.0;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.24358974358974358;0.2118336025848142;0.8;0.8;0.8;1.0;0.8;0.8;0.75;0.8;0.6;1.0;1.0;1.0;0.8;0.8;0.004432624113475178;0.006278026905829596;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.7564102564102564;0.14176090468497576;0.8;0.4;0.8;0.5;0.6;0.4;0.5;1.0;1.0;0.8;1.0;0.25;1.0;0.8;0.020390070921985817;0.008968609865470852;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.23076923076923078;0.06421647819063005;0.6;1.0;0.2;1.0;0.6;0.2;0.5;0.6;1.0;0.8;0.25;0.75;0.2;0.6;0.0;0.02242152466367713;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5769230769230769;0.05472536348949919;0.4;1.0;0.4;1.0;1.0;0.4;1.0;1.0;1.0;1.0;0.75;0.75;1.0;1.0;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.24358974358974358;0.276453957996769;0.8;0.8;0.8;0.0;0.6;0.8;0.5;0.6;0.8;0.6;0.75;0.5;0.8;0.6;0.03368794326241135;0.02780269058295964;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.717948717948718;0.05270597738287561;0.8;1.0;0.8;0.25;0.4;1.0;0.75;0.4;0.4;0.8;0.25;0.75;0.4;1.0;0.0;0.0;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.4358974358974359;0.023424878836833602;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0.8;0.4;0.25;1.0;1.0;1.0;0.07890070921985816;0.12017937219730941;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.358974358974359;0.20052504038772212;0.8;0.4;0.4;0.25;0.8;0.8;0.75;0.8;0.6;0.2;0.25;1.0;0.2;0.8;0.0274822695035461;0.015246636771300448;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5512820512820513;0.41720516962843296;1.0;1.0;0.6;1.0;0.8;0.8;0.75;0.8;0.8;0.8;0.75;1.0;0.8;1.0;0.04698581560283688;0.04125560538116592;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.9102564102564102;0.0795638126009693;0.4;0.2;0.2;0.0;0.8;0.8;0.5;0.4;0.4;0.4;0.25;0.75;0.4;0.4;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.28205128205128205;0.2358642972536349;0.6;0.8;0.8;0.75;0.6;0.8;0.0;0.6;0.6;1.0;0.75;0.25;0.6;0.6;0.015070921985815602;0.03139013452914798;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.4358974358974359;0.017164781906300483;0.4;0.4;0.4;0.25;0.6;0.2;1.0;1.0;1.0;1.0;0.75;0.75;1.0;0.2;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5128205128205128;0.6793214862681745;0.4;0.4;0.6;0.25;0.8;1.0;0.75;0.8;0.8;0.8;0.75;1.0;0.8;1.0;0.0;0.0;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.3412762520193861;0.2;0.2;0.2;0.0;0.6;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.0;"satisfied"
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.28205128205128205;0.2431340872374798;0.6;0.6;0.6;0.75;0.2;0.6;0.0;0.2;0.8;0.8;0.5;0.0;0.6;0.2;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.2692307692307692;0.09794022617124394;0.2;0.2;0.2;0.5;0.4;0.2;1.0;0.4;0.8;0.6;0.25;0.0;0.4;0.4;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6282051282051282;0.7136510500807755;0.6;0.6;0.6;0.5;1.0;0.8;1.0;0.8;0.8;0.8;0.75;0.75;0.8;0.8;0.0;0.008071748878923767;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6923076923076923;0.433562197092084;0.2;0.6;0.6;0.5;0.8;0.2;0.25;0.2;0.2;0.2;0.0;0.5;0.2;0.6;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.358974358974359;0.31845718901453957;0.8;0.2;0.2;0.0;0.8;0.8;0.75;0.8;0.4;0.8;1.0;0.5;0.6;0.8;0.0;0.0;"satisfied"
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.20512820512820512;0.061793214862681745;0.8;1.0;0.8;0.5;0.2;0.8;0.0;0.2;0.6;0.6;0.75;1.0;1.0;0.2;0.0;0.0;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.5256410256410257;0.18840872374798062;0.8;0.6;0.6;0.5;0.8;0.8;0.75;0.8;0.6;1.0;0.0;0.0;0.4;0.8;0.0;0.0026905829596412557;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.46153846153846156;0.2035541195476575;0.8;0.8;0.8;0.75;0.4;0.8;0.75;0.8;0.8;0.8;0.75;0.75;0.8;0.6;0.0;0.0;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4358974358974359;0.18295638126009692;0.4;0.6;1.0;0.5;0.4;0.4;0.25;0.4;0.6;0.8;0.25;0.0;0.6;0.4;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5512820512820513;0.3741922455573506;1.0;1.0;1.0;1.0;0.6;1.0;0.75;0.8;0.8;0.8;0.75;1.0;0.8;1.0;0.0;0.006278026905829596;"satisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.7307692307692307;0.34168012924071084;0.4;1.0;0.4;0.5;1.0;0.4;1.0;1.0;0.8;0.8;0.75;0.5;1.0;1.0;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.4230769230769231;0.07269789983844911;0.4;0.4;0.4;0.25;1.0;0.2;1.0;1.0;1.0;1.0;1.0;0.25;1.0;1.0;0.0;0.0017937219730941704;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5641025641025641;0.7039579967689822;0.8;0.4;0.8;0.75;0.8;0.8;0.75;0.8;0.8;0.8;0.75;0.5;0.8;0.8;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5384615384615384;0.3855008077544427;0.8;0.8;0.8;0.75;0.8;1.0;1.0;1.0;1.0;1.0;1.0;0.75;1.0;1.0;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.34615384615384615;0.05836025848142165;1.0;1.0;1.0;1.0;1.0;0.2;0.75;1.0;1.0;1.0;1.0;0.75;1.0;0.4;0.0;0.0017937219730941704;"satisfied"
1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.23076923076923078;0.11712439418416801;1.0;1.0;1.0;0.75;1.0;1.0;0.0;1.0;1.0;0.8;0.75;0.75;1.0;1.0;0.06382978723404255;0.08609865470852018;"satisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5897435897435898;0.028675282714054926;0.2;0.8;0.2;0.25;0.8;0.2;0.75;0.8;1.0;1.0;0.75;0.5;0.8;0.8;0.0035460992907801418;0.007174887892376682;"neutral or dissatisfied"
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.5128205128205128;0.10480613893376414;0.4;0.0;0.4;1.0;0.6;0.4;0.5;0.6;0.2;0.8;0.0;0.75;0.4;0.6;0.005319148936170213;0.0;"neutral or dissatisfied"
1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.19230769230769232;0.0791599353796446;1.0;0.0;1.0;0.25;0.6;1.0;0.5;0.6;0.6;0.6;0.25;0.75;0.8;0.6;0.01773049645390071;0.015246636771300448;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.4358974358974359;0.1470113085621971;0.8;1.0;0.8;0.75;0.8;0.8;0.75;0.8;1.0;0.4;1.0;0.5;1.0;0.8;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5769230769230769;0.09773828756058159;0.4;1.0;0.4;0.75;0.6;0.4;0.5;0.6;0.6;0.8;0.75;1.0;0.8;0.6;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.23076923076923078;0.09612277867528271;0.8;0.4;0.4;0.25;0.8;0.4;0.75;0.8;0.2;0.6;0.25;0.75;0.4;0.8;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.3333333333333333;0.24353796445880452;0.4;0.8;0.4;0.5;1.0;0.4;0.5;1.0;1.0;0.6;0.75;0.75;0.8;1.0;0.0026595744680851063;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2692307692307692;0.452140549273021;0.6;0.6;0.6;0.5;0.8;0.8;0.75;0.8;1.0;0.4;1.0;0.5;0.8;0.8;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.782051282051282;0.23081583198707592;0.4;0.6;0.4;0.75;1.0;0.4;0.75;1.0;1.0;0.4;1.0;0.75;1.0;0.8;0.03546099290780142;0.021524663677130046;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.41025641025641024;0.09147819063004846;0.2;0.2;1.0;1.0;0.2;0.2;0.0;0.2;0.4;1.0;0.5;0.5;0.8;0.2;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.1794871794871795;0.1538772213247173;0.4;0.4;0.4;0.0;1.0;0.4;1.0;1.0;0.8;1.0;0.75;1.0;0.8;1.0;0.012411347517730497;0.0;"neutral or dissatisfied"
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.3076923076923077;0.3075525040387722;0.6;0.8;0.8;0.25;0.2;0.6;0.0;0.2;0.4;0.4;0.5;1.0;1.0;0.2;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.24358974358974358;0.2744345718901454;0.8;0.8;0.8;0.25;0.4;0.8;0.25;0.4;1.0;0.8;1.0;0.5;1.0;0.4;0.00975177304964539;0.0026905829596412557;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.20512820512820512;0.16902261712439418;0.0;0.6;0.0;0.25;1.0;0.0;1.0;1.0;0.2;0.6;1.0;1.0;1.0;1.0;0.0;0.0017937219730941704;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.3717948717948718;0.061793214862681745;0.4;0.4;0.4;0.25;0.4;0.4;0.25;0.4;0.4;0.2;0.75;0.75;0.6;0.4;0.0;0.016143497757847534;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.38461538461538464;0.034329563812600966;0.8;0.4;0.4;0.25;0.8;0.8;0.75;0.8;0.2;1.0;0.25;0.0;1.0;0.8;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6794871794871795;0.7251615508885298;1.0;0.2;1.0;1.0;0.6;1.0;0.75;0.8;0.8;0.8;0.75;0.75;0.8;1.0;0.0797872340425532;0.09327354260089686;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.4358974358974359;0.11369143780290791;0.6;0.8;0.6;0.75;0.4;0.6;0.25;0.4;0.2;0.2;0.0;0.0;1.0;0.4;0.022163120567375887;0.019730941704035873;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.47435897435897434;0.036954765751211635;0.4;0.8;0.8;0.75;0.8;0.8;0.75;0.4;0.4;0.4;0.25;0.25;0.4;0.4;0.0;0.0053811659192825115;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4358974358974359;0.09087237479806139;0.8;0.8;0.8;0.75;0.6;0.8;0.5;0.6;0.4;1.0;0.25;0.25;0.4;0.6;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.46153846153846156;0.412156704361874;1.0;1.0;1.0;1.0;0.4;0.8;0.75;0.8;0.8;0.8;0.75;1.0;0.8;0.6;0.0017730496453900709;0.0;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.49353796445880455;0.2;0.8;0.2;0.5;0.2;1.0;1.0;0.4;0.2;0.8;0.5;1.0;0.4;1.0;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.44871794871794873;0.07572697899838449;0.8;0.4;0.4;0.25;1.0;0.8;0.25;0.8;0.8;0.8;0.75;1.0;0.8;1.0;0.0062056737588652485;0.04125560538116592;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.34615384615384615;0.6876009693053312;0.4;0.4;0.4;0.25;1.0;0.8;1.0;0.4;0.4;0.4;0.25;0.5;0.4;0.8;0.0;0.0;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.11538461538461539;0.27726171243941844;0.2;1.0;1.0;1.0;0.2;0.2;0.0;0.2;0.8;0.4;0.25;0.25;0.4;0.2;0.0;0.008968609865470852;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.7435897435897436;0.07249596122778676;0.6;0.2;0.6;0.75;1.0;0.8;0.5;0.8;0.8;0.6;0.75;0.75;0.8;0.4;0.0017730496453900709;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5384615384615384;0.035541195476575124;1.0;1.0;1.0;1.0;0.6;0.6;1.0;0.8;0.8;0.8;1.0;1.0;0.8;1.0;0.0;0.0;"satisfied"
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.20512820512820512;0.18962035541195477;0.4;0.4;0.4;0.25;0.6;0.4;0.5;0.6;0.8;0.6;0.75;0.5;0.2;0.6;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6153846153846154;0.7855411954765751;0.8;0.8;0.4;0.75;1.0;0.8;0.75;0.6;0.6;0.8;0.5;1.0;0.6;1.0;0.05319148936170213;0.04753363228699552;"satisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.11538461538461539;0.1474151857835218;0.2;0.8;0.2;0.5;0.4;0.2;0.25;0.4;0.8;0.4;0.75;0.75;0.8;0.4;0.0026595744680851063;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5256410256410257;0.40024232633279483;1.0;1.0;1.0;1.0;0.2;0.4;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.4;0.047872340425531915;0.028699551569506727;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.32051282051282054;0.20678513731825526;0.6;1.0;0.4;1.0;0.6;0.4;0.5;0.6;0.2;1.0;0.75;0.75;0.8;0.6;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5384615384615384;0.5533117932148627;0.8;0.8;0.8;0.75;0.8;1.0;0.75;0.8;0.8;0.8;0.75;0.5;0.8;1.0;0.0;0.0;"satisfied"
0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.3333333333333333;0.1284329563812601;0.6;0.6;0.6;0.25;0.4;0.6;0.25;0.4;0.6;0.4;0.75;1.0;1.0;0.4;0.03280141843971631;0.02780269058295964;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.02564102564102564;0.22051696284329564;0.6;1.0;0.6;0.75;1.0;0.6;1.0;1.0;0.8;0.6;0.5;1.0;1.0;1.0;0.0;0.006278026905829596;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5256410256410257;0.30109046849757676;0.2;0.2;0.2;0.5;0.4;0.2;0.25;0.4;0.8;0.8;0.75;0.5;0.8;0.4;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.6410256410256411;0.09975767366720517;0.6;0.4;0.6;0.5;0.6;0.6;1.0;0.6;0.4;0.4;0.25;0.25;0.6;0.6;0.00975177304964539;0.0026905829596412557;"neutral or dissatisfied"
0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.23076923076923078;0.19547657512116318;0.6;0.6;0.6;0.75;0.8;0.6;0.75;0.8;0.6;0.6;1.0;1.0;0.8;0.8;0.01152482269503546;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6025641025641025;0.5561389337641357;0.8;0.8;1.0;0.75;0.8;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6;0.0;0.003587443946188341;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.46153846153846156;0.4155896607431341;0.2;0.2;0.2;0.0;0.6;0.6;0.75;0.8;0.8;0.8;0.75;1.0;0.8;0.8;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.47435897435897434;0.7774636510500808;0.4;0.4;0.4;0.25;0.8;0.8;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.6;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5769230769230769;0.6811389337641357;0.4;0.8;0.8;0.75;0.4;0.4;0.5;0.4;0.4;0.4;0.25;0.5;0.4;0.8;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.3076923076923077;0.46445880452342486;0.4;0.4;0.4;0.25;1.0;1.0;1.0;1.0;0.6;0.2;1.0;0.5;1.0;1.0;8.865248226950354E-4;0.007174887892376682;"satisfied"
1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.23076923076923078;0.05472536348949919;0.4;0.0;0.4;0.75;0.2;0.4;0.0;0.2;0.8;0.4;0.75;0.75;1.0;0.2;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.48717948717948717;0.21506462035541196;0.8;0.8;0.8;0.75;0.6;0.8;0.75;1.0;1.0;1.0;1.0;0.75;1.0;1.0;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.23076923076923078;0.08521809369951534;0.2;0.8;0.2;0.75;0.8;0.2;0.75;0.8;0.8;0.4;0.75;0.75;0.6;0.8;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.19230769230769232;0.18053311793214863;0.0;0.2;0.2;0.25;0.4;0.2;0.25;0.4;1.0;0.8;1.0;0.5;1.0;0.4;0.0;0.007174887892376682;"satisfied"
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.2692307692307692;0.2197092084006462;0.2;0.2;0.2;0.75;0.4;0.2;0.75;0.4;0.2;0.6;0.5;0.25;0.8;0.4;0.012411347517730497;0.021524663677130046;"neutral or dissatisfied"
0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.20512820512820512;0.21506462035541196;0.4;0.4;0.4;0.25;0.2;0.4;0.75;0.2;0.6;0.6;0.75;0.75;0.8;0.2;0.0017730496453900709;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.3333333333333333;0.07532310177705977;0.4;0.8;0.4;0.25;0.8;0.4;0.75;0.8;0.8;0.8;0.75;0.75;1.0;0.8;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.34615384615384615;0.5405896607431341;0.6;1.0;0.6;1.0;0.2;0.4;0.5;0.6;0.6;0.6;0.5;0.5;0.6;0.4;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.2564102564102564;0.08037156704361874;0.8;0.8;0.8;1.0;1.0;0.8;1.0;1.0;0.2;0.2;0.25;0.5;0.4;1.0;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5384615384615384;0.1556946688206785;0.0;0.2;0.0;0.75;0.4;0.0;0.25;0.4;0.6;1.0;0.75;0.5;0.8;0.4;8.865248226950354E-4;0.0;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.4230769230769231;0.7722132471728594;0.0;0.0;0.0;0.0;0.8;1.0;1.0;0.2;0.2;0.2;0.0;0.5;0.2;0.6;0.0026595744680851063;0.0053811659192825115;"satisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.7174878836833603;0.2;0.2;0.2;0.0;0.8;1.0;1.0;0.8;0.8;1.0;0.75;1.0;0.8;0.6;0.0;0.0;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5384615384615384;0.2841276252019386;0.2;0.2;0.2;0.0;1.0;0.8;0.75;0.4;0.4;0.4;0.25;1.0;0.4;1.0;0.0;0.0;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.6282051282051282;0.04119547657512116;0.4;1.0;0.4;0.0;0.6;1.0;0.25;1.0;1.0;0.4;1.0;0.75;1.0;1.0;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.038461538461538464;0.08703554119547657;0.6;0.2;0.6;0.25;0.6;1.0;1.0;0.2;0.8;0.4;0.5;1.0;0.2;1.0;0.15070921985815602;0.1452914798206278;"neutral or dissatisfied"
0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.8333333333333334;0.03210823909531502;0.8;0.0;0.8;0.0;0.4;0.8;0.25;0.4;0.6;0.8;0.75;0.25;0.6;0.4;0.0;0.0;"satisfied"
0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.4230769230769231;0.019991922455573505;0.2;0.8;0.2;0.25;0.4;0.2;0.25;0.4;0.8;0.6;0.5;0.5;1.0;0.4;8.865248226950354E-4;0.008071748878923767;"neutral or dissatisfied"
0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.20512820512820512;0.15650242326332794;0.2;0.4;0.4;0.25;0.4;0.4;0.25;0.4;0.4;0.2;0.25;0.75;0.6;0.4;0.0062056737588652485;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2948717948717949;0.72859450726979;1.0;1.0;1.0;1.0;0.4;0.4;0.25;0.4;0.4;0.4;0.25;1.0;1.0;0.4;0.0;0.0;"satisfied"
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.08380452342487883;0.6;0.6;0.8;0.0;0.4;0.8;0.25;0.4;0.6;0.8;0.5;1.0;0.4;0.4;0.07180851063829788;0.06457399103139014;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.717948717948718;0.4658723747980614;1.0;0.4;1.0;0.75;1.0;0.6;0.5;1.0;1.0;1.0;1.0;0.5;1.0;0.8;0.00975177304964539;0.0;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5256410256410257;0.6995153473344103;0.4;0.4;0.6;0.25;1.0;0.2;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.0;"satisfied"
0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.44871794871794873;0.37096122778675283;0.4;0.4;0.4;0.25;0.8;0.8;0.75;0.8;0.8;0.8;0.75;0.5;0.8;1.0;0.0062056737588652485;0.0;"satisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.6923076923076923;0.16558966074313408;0.4;0.8;0.4;0.5;0.8;0.8;0.75;0.4;0.4;0.4;0.25;0.75;0.4;1.0;0.0;0.0;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.3333333333333333;0.04139741518578352;0.2;0.2;0.2;0.0;0.2;0.2;0.25;0.2;0.4;0.8;0.0;0.25;0.4;0.2;0.0;0.0;"neutral or dissatisfied"
0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.358974358974359;0.008683360258481421;0.4;1.0;0.0;0.25;0.4;0.8;0.75;0.6;0.6;0.0;0.25;0.75;0.6;0.6;0.010638297872340425;0.03228699551569507;"neutral or dissatisfied"
1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.46153846153846156;0.06764943457189014;0.2;0.2;0.2;0.0;0.6;1.0;0.75;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0.0;0.0;"satisfied"
