@relation airplane_classification_preprocess_train

@attribute 'Gender = Female' numeric
@attribute 'Gender = Male' numeric
@attribute 'Customer Type = Loyal Customer' numeric
@attribute 'Customer Type = disloyal Customer' numeric
@attribute 'Type of Travel = Business travel' numeric
@attribute 'Type of Travel = Personal Travel' numeric
@attribute 'Class = Eco' numeric
@attribute 'Class = Business' numeric
@attribute 'Class = Eco Plus' numeric
@attribute Age numeric
@attribute 'Flight Distance' numeric
@attribute 'Inflight wifi service' numeric
@attribute 'Departure/Arrival time convenient' numeric
@attribute 'Ease of Online booking' numeric
@attribute 'Gate location' numeric
@attribute 'Food and drink' numeric
@attribute 'Online boarding' numeric
@attribute 'Seat comfort' numeric
@attribute 'Inflight entertainment' numeric
@attribute 'On-board service' numeric
@attribute 'Leg room service' numeric
@attribute 'Baggage handling' numeric
@attribute 'Checkin service' numeric
@attribute 'Inflight service' numeric
@attribute Cleanliness numeric
@attribute 'Departure Delay in Minutes' numeric
@attribute 'Arrival Delay in Minutes' numeric
@attribute satisfaction {'neutral or dissatisfied',satisfied}

@data
0,1,1,0,1,0,0,1,0,0.653846,0.343296,0.6,0.6,0.6,0.5,0.6,0.8,0.75,0.8,0.8,0.8,0.75,1,0.8,0.6,0.010638,0.010762,satisfied
0,1,1,0,0,1,1,0,0,0.794872,0.111874,0.6,0.8,0.6,0.5,0.8,0.6,0.75,0.8,0.8,1,1,1,0.8,0.8,0.029255,0.017937,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.115385,0.18437,0.2,0.4,0.2,0.25,0.4,0.2,0.25,0.4,0.4,0.2,0.25,0.5,0.4,0.4,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.192308,0.113691,0.8,0.2,0.2,0,0.8,0.8,1,0.8,0.6,0.2,0.25,1,0.6,0.8,0.031915,0.020628,satisfied
0,1,0,1,1,0,0,1,0,0.141026,0.130856,1,0.6,0.8,0.5,0.4,0.8,0.25,0.4,1,0.8,1,1,0.8,0.4,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.448718,0.77605,0.6,0.6,0.6,0.5,0.8,1,0.25,1,1,1,1,0,1,0.6,0.014184,0.010762,satisfied
0,1,0,1,1,0,0,1,0,0.269231,0.132876,0.8,0.8,0.8,0.5,0.6,0.8,0.5,0.6,1,0.4,1,0.75,1,0.6,0.019504,0.004484,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.24359,0.147213,0.6,0.6,0.6,0.75,0.2,0.6,0,0.2,0.6,0.6,0.75,0.5,0.6,0.2,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.435897,0.289378,1,1,1,1,0.4,1,0.75,0.8,0.8,0.8,0.75,1,0.8,0.8,0.003546,0,satisfied
1,0,1,0,1,0,0,1,0,0.717949,0.016559,1,0.4,1,1,1,1,1,1,1,1,1,0.5,1,0.6,0,0,satisfied
1,0,1,0,1,0,1,0,0,0.461538,0.024637,0.6,0.6,0.6,0.5,1,0.8,0.75,0.6,0.6,0.6,0.5,0,0.6,0.6,0,0,'neutral or dissatisfied'
0,1,0,1,1,0,0,1,0,0.435897,0.237884,0.8,0.8,0.8,0.75,0.8,0.8,0.75,1,0.8,0.6,0.75,0.75,0.8,0.8,0.140071,0.158744,satisfied
1,0,1,0,1,0,0,1,0,0.551282,0.452948,0.8,0.8,0.8,0.75,1,0.8,0.75,0.8,0.8,0.8,0.75,0.5,0.8,0.8,0,0.015247,satisfied
1,0,1,0,1,0,0,1,0,0.538462,0.195679,0.4,0.6,0.6,0.5,0.2,0.8,0.75,0.4,0.4,0.4,0.25,0,0.4,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.461538,0.211026,0.2,1,0.2,0.5,0.8,1,1,0.4,0.4,0.2,0.25,0.75,0.4,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,0,1,0.653846,0.029079,0.6,0.6,0.6,0.5,1,0.6,0.5,0.4,0.4,0.6,0.25,0.5,0.4,0.2,0,0,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.448718,0.075525,0,1,0,0.75,0.8,0,0.75,0.8,0.8,0.8,1,1,0.8,0.8,0,0,satisfied
1,0,1,0,0,1,1,0,0,0.717949,0.050687,0.2,1,0.2,0.75,0.6,0.8,0.75,0.8,0.8,0.2,0.75,0.5,0.8,0.8,0.031028,0.025112,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.525641,0.080775,0.4,0.8,0.4,0,1,0.4,0.25,1,1,0.6,0.75,0.5,0.8,1,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.628205,0.357229,0.8,0.6,0.8,0.75,0.6,1,0.75,1,1,1,1,1,1,1,0.015071,0.013453,satisfied
1,0,1,0,1,0,0,0,1,0.410256,0.042407,0.8,0.4,0.4,0.25,0.8,0.8,0.75,0.8,0.4,0.6,1,0,1,0.8,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.564103,0.251414,1,1,1,1,0.6,1,0.75,0.8,0.8,1,0.75,1,0.8,0.8,0.04078,0.033184,satisfied
1,0,1,0,1,0,0,1,0,0.576923,0.741115,1,1,0.6,1,0.4,0.8,1,0.8,0.8,0.8,0.75,0.75,0.8,1,0.013298,0.003587,satisfied
0,1,1,0,1,0,0,0,1,0.717949,0.015953,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.6,0.2,0.75,1,0.6,0.8,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.576923,0.090872,0.2,0.2,0.2,0,0.8,0.8,0.75,1,1,1,1,0.5,1,0.6,0.00266,0,satisfied
0,1,1,0,1,0,0,1,0,0.384615,0.061187,0.2,0.2,0.2,0,0.4,1,1,1,1,1,1,0.75,1,0.6,0,0,satisfied
0,1,1,0,0,1,1,0,0,0.666667,0.0937,0.8,0.8,0.8,0.25,0.6,0.8,0.5,0.6,0.8,0.8,1,0.75,0.8,0.6,0.010638,0.010762,'neutral or dissatisfied'
0,1,0,1,1,0,1,0,0,0.115385,0.066842,0.4,0.8,0.4,0.75,0.6,0.4,0.25,0.6,0.8,1,0.75,0.5,0.6,0.6,0.014184,0.009865,'neutral or dissatisfied'
0,1,1,0,1,0,0,0,1,0.897436,0.077141,0.2,0.8,0.8,0.75,0.2,0.2,0,0.2,0.8,0.2,0.5,0,0.6,0.2,0.004433,0.002691,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.230769,0.101171,0.2,0.2,0.6,0,0.8,0.8,0.75,0.8,0.4,1,0.5,1,0.2,0.8,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.192308,0.692851,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,1,1,1,0.5,0.8,0.8,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.423077,0.344507,0.4,0.4,0.4,0.25,0.6,0.8,1,0.8,0.8,1,0.75,1,0.8,1,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.512821,0.400242,0.2,0.2,0.2,0,0.4,1,0.75,0.8,0.8,0.8,0.75,0.75,0.8,0.8,0.012411,0.007175,satisfied
1,0,1,0,1,0,1,0,0,0.794872,0.013934,1,1,1,1,0.4,0.6,0,1,1,1,1,0.5,1,0.4,0,0,satisfied
0,1,1,0,1,0,1,0,0,0.602564,0.063813,1,0.4,0.8,0.25,1,1,1,1,0.6,0.8,0.5,0.5,0.6,1,0,0.002691,satisfied
1,0,1,0,1,0,0,1,0,0.487179,0.182754,0.4,0.4,0.4,0.25,0.8,1,0.75,0.8,0.8,0.8,0.75,1,0.8,0.8,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.666667,0.717084,0.8,0.8,0.8,0.75,0.6,0.8,0.75,1,1,1,1,0.5,1,0.6,0,0,satisfied
1,0,0,1,1,0,1,0,0,0.205128,0.233037,0.2,0.2,0.2,0.5,0.2,0.2,0,0.2,0.6,0.6,0.75,0.75,0.8,0.2,0.012411,0.003587,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.628205,0.015751,0.4,1,1,1,0.6,0.8,0,0.2,0.2,0.4,0,0.75,0.2,1,0.022163,0.016143,satisfied
1,0,1,0,0,1,1,0,0,0.5,0.07391,0.2,0.6,0.2,0.5,0.2,0.4,0.5,0.8,0.8,0.2,0.75,0.5,0.8,0.6,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.487179,0.38752,1,1,0.4,1,0.6,1,1,1,1,1,1,0.75,1,0.8,0,0,satisfied
0,1,1,0,0,1,1,0,0,0.75641,0.303312,0.4,0.8,0.4,0,1,0.4,0.25,1,0.8,0.4,0.75,0.75,1,1,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.730769,0.463045,0.8,0.8,0.8,0.75,0.4,0.8,1,0.8,0.8,0.8,0.75,1,0.8,0.6,0.001773,0.000897,satisfied
0,1,1,0,1,0,0,1,0,0.589744,0.346729,0.8,0.8,0.8,0.75,0.4,0.8,0.75,0.8,0.8,0.8,0.75,0.75,0.8,1,0,0,satisfied
0,1,0,1,1,0,1,0,0,0.192308,0.02605,0.4,1,0.4,0,0.2,0.4,0,0.2,0.2,0.4,0.75,0.5,0.4,0.2,0.025709,0.019731,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.461538,0.773627,0.6,1,1,1,0.2,0.8,0.5,0.6,0.6,0.6,0.5,0.25,0.6,0.8,0,0.005381,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.461538,0.102989,0.6,0,0.6,0.5,0.4,0.6,0.25,0.4,0.2,1,0.75,0.5,0.6,0.4,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.551282,0.494346,0.2,1,1,1,0.4,0.8,0.5,0.2,0.2,0.2,0,0.5,0.2,0.2,0.101064,0.07713,'neutral or dissatisfied'
1,0,1,0,0,1,0,1,0,0.653846,0.139338,0.8,0.4,0.8,0.5,0.8,0.8,1,0.4,0.2,0.4,0.75,1,0.6,1,0.178191,0.187444,satisfied
0,1,1,0,0,1,1,0,0,0.166667,0.074919,0.4,0.6,0.4,0.5,0.4,0.4,0.25,0.4,0.6,0.8,0.75,0,0.6,0.4,0.013298,0.008072,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.192308,0.059976,0.4,1,0.4,0.25,0.8,0.4,0.75,0.8,0.8,0.8,0.75,1,1,0.8,0.008865,0.008072,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.435897,0.032108,0.2,0.2,0.2,0,1,0.8,0.75,0.8,0.8,0.8,1,0.75,0.8,1,0.005319,0.016143,satisfied
1,0,1,0,1,0,1,0,0,0.371795,0.03231,0.8,0.4,0.4,0.25,0.8,0.6,0.75,0.8,0.2,0.4,0.25,0.75,0.6,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.512821,0.180735,0.4,0.8,0.4,0.75,0.4,1,0.75,0.4,0.4,0.4,0.25,0.5,0.4,1,0,0.000897,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.153846,0.041397,0.4,0.8,0,0,0.8,0,0.5,0.8,0.8,0.6,1,1,0.8,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.589744,0.360057,0.2,0.2,0.2,0,0.8,0.8,1,1,1,1,1,0.75,1,1,0.016844,0.027803,satisfied
0,1,1,0,1,0,0,1,0,0.487179,0.479402,0.2,0.2,0.2,0,0.6,1,1,1,1,1,1,0.75,1,0.6,0.008865,0.001794,satisfied
0,1,1,0,1,0,0,1,0,0.410256,0.110864,0.8,0.8,0.4,0.75,1,0.8,0.75,1,1,1,1,0.5,1,1,0.019504,0.002691,satisfied
1,0,1,0,1,0,0,1,0,0.282051,0.248586,0.6,0.6,0.6,0.5,0.8,0.8,0.75,0.8,0.8,0.8,1,1,0.8,0.8,0,0,satisfied
0,1,1,0,0,1,1,0,0,0.025641,0.089459,0.6,0.4,1,0.25,0.4,1,0.25,0.4,0.8,0.6,0.5,0,0.4,0.4,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.602564,0.745961,0.8,0.8,0.2,0.75,1,1,1,0.8,0.8,0.8,0.75,0.5,0.8,0.8,0.007092,0.003587,satisfied
0,1,1,0,1,0,0,1,0,0.230769,0.685985,0.8,0.8,0.4,0.75,1,0.8,1,1,0.6,0.8,0.5,1,0.4,1,0.01773,0.002691,satisfied
0,1,1,0,0,1,1,0,0,0.461538,0.11975,0.6,0.2,0.8,0.5,1,0.8,0.25,1,0.2,0.2,0.5,0.25,0.6,1,0,0,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0,0.177908,0.8,0.4,0.8,0.75,0.6,0.8,0.5,0.6,0.4,0.4,0.5,0.5,0.6,0.6,0,0,satisfied
1,0,1,0,0,1,1,0,0,0.525641,0.17185,0.6,0.8,0.6,0.75,0.2,0.8,0.75,1,1,0.6,1,1,1,0.4,0.01773,0.007175,'neutral or dissatisfied'
1,0,1,0,0,1,0,0,1,0.679487,0.060582,0.8,0.4,0.8,0.25,0.4,0.4,0.25,1,1,0.8,0,0.75,1,0.4,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.602564,0.025646,1,0.8,0.8,0.75,1,1,1,1,0.8,0.8,0.25,0.25,0.8,1,0,0.001794,satisfied
0,1,1,0,0,1,1,0,0,0.102564,0.304927,0.4,1,0.4,0.5,0.8,0.4,0.75,0.8,0.8,0.8,0.5,0.75,1,0.8,0.029255,0.0287,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.487179,0.284532,0.2,1,0.8,1,1,0.8,0.75,0.2,0.2,0.2,0,0.5,0.2,0.2,0,0.008072,'neutral or dissatisfied'
1,0,0,1,1,0,0,1,0,1,0.014136,0.4,0.4,0.4,0.5,0.4,0.6,0.5,0.2,0.4,0.4,0.25,0.5,0.4,0.6,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.423077,0.512722,0.8,1,1,1,0.4,0.8,0.75,0.8,0.8,0.6,0.75,0,0.8,0.6,0,0.003587,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.24359,0.061187,0.4,0.4,0.6,0.75,1,0.6,1,1,0.6,0.6,0.5,0.75,0.8,1,0.016844,0.011659,'neutral or dissatisfied'
0,1,0,1,1,0,1,0,0,0.179487,0.103998,0.6,0.8,0.6,0.75,0.4,0.6,0.25,0.4,1,1,0.5,0.5,0.8,0.4,0,0.000897,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.282051,0.313005,1,1,1,1,1,1,1,1,0.8,0.4,1,0.75,0.8,1,0,0,satisfied
0,1,0,1,1,0,0,1,0,0.346154,0.172052,0.4,0.6,0.6,0.75,0.8,0.6,0.75,0.8,1,1,1,1,1,0.8,0.078014,0.069058,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.435897,0.06462,1,1,1,1,1,1,1,1,0.6,0.6,0.25,0,0.4,1,0.026596,0.04574,satisfied
0,1,0,1,1,0,0,1,0,0.358974,0.221729,0.8,0.8,0.8,0.25,0.8,0.8,0.5,0.8,0.4,0.8,0.75,0.75,0.2,0.8,0.008865,0.01704,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.358974,0.115105,0.4,0.4,0.4,0.25,0.4,0.4,0.25,0.4,0.4,1,0.75,0.25,0.6,0.4,0.006206,0.008969,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.333333,0.192246,0.8,1,0.8,0.75,0.2,0.8,0,0.2,0.8,0.4,0.75,1,1,0.2,0,0,satisfied
1,0,1,0,1,0,1,0,0,0.410256,0.03433,0.8,1,1,1,0.8,0.8,0.75,0.8,0.8,1,0,0.75,1,0.8,0,0,satisfied
0,1,1,0,0,1,0,1,0,0.448718,0.156099,0.2,0.4,0.2,0.5,0.4,0.6,0.5,0.6,0.6,0.2,0.75,0.75,0.6,0.4,0,0,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.24359,0.493538,0.4,0.4,0.4,0.25,0.8,0.4,0.75,0.8,0.6,0.2,0.25,0.25,0.4,0.8,0,0,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.525641,0.120557,0.6,1,0.6,1,0.2,0.6,0,0.2,0.8,1,0.75,0.5,0.8,0.2,0.004433,0.004484,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.730769,0.018376,1,1,1,1,1,1,1,1,1,0.2,1,0.75,0.2,1,0,0.000897,satisfied
1,0,1,0,0,1,0,0,1,0.717949,0.366519,0.2,1,0.2,1,0.8,0.8,1,0.4,0.4,0.2,0.5,1,0.4,0.8,0.004433,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.5,0.237076,0.2,0.2,0.2,0,1,0.8,0.75,0.8,0.8,0.8,0.75,1,0.8,1,0,0,satisfied
1,0,1,0,1,0,1,0,0,0.666667,0.078958,0.6,0.2,0.2,0,0.8,0.8,0.75,0.6,0.6,0.6,0.5,0,0.6,0.4,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.615385,0.039782,1,1,1,1,1,0.8,0.25,1,1,1,1,0.25,1,0.4,0,0,satisfied
1,0,1,0,0,1,1,0,0,0.75641,0.00727,0.2,1,0.2,0.5,0.4,1,0.75,1,1,0.2,1,1,1,0.6,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.192308,0.395598,0.6,0.6,0.6,0.5,0.8,0.8,0.75,0.8,0.6,0.6,0.25,0.25,0.4,0.8,0.01773,0.029596,satisfied
1,0,1,0,1,0,0,1,0,0.615385,0.537763,1,1,1,1,0.4,0.8,1,0.8,0.8,0.8,0.75,1,0.8,0.6,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.615385,0.68437,0.8,0.8,0.8,0.75,0.4,1,0.75,0.6,0.6,0.6,0.5,0.5,0.6,0.8,0,0,satisfied
0,1,1,0,0,1,1,0,0,0.128205,0.031502,0.4,1,0.4,0,0.2,0.4,0,0.2,0.8,0.6,1,0.5,0.8,0.2,0.015071,0.009865,'neutral or dissatisfied'
0,1,1,0,1,0,0,0,1,0.269231,0.100363,0.4,0.4,0.4,0.25,0.4,0.2,0.25,0.4,0.2,0.4,0.5,0.5,0.8,0.4,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.525641,0.492326,0.4,0.4,0.4,0.25,0.8,1,0.75,0.8,0.8,0.8,0.75,1,0.8,1,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.615385,0.3542,1,1,0.2,1,0.6,1,1,0.8,0.8,0.8,0.75,0.75,0.8,1,0,0,satisfied
0,1,0,1,1,0,0,1,0,0.24359,0.06664,0.8,0,0.8,0,1,0.8,1,1,0.8,1,0.75,0.75,1,1,0,0,satisfied
0,1,0,1,1,0,1,0,0,0.294872,0.108037,1,0,1,0.75,0.8,1,0.5,0.8,0.4,0.2,0.25,1,0.2,0.8,0,0,satisfied
0,1,0,1,1,0,1,0,0,0.153846,0.188207,1,1,1,0.25,0.8,1,0.75,0.8,1,0.6,0.5,0.5,1,0.8,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.576923,0.110258,0.6,0.6,0.6,0.5,1,0.8,0.5,0.6,0.6,0.6,0.5,0.75,0.6,0.6,0.034574,0.03139,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.384615,0.499596,0.2,0.6,0.6,0.5,0.6,0.6,0.75,0.2,0.2,0.4,0,0.5,0.2,0.2,0,0,'neutral or dissatisfied'
1,0,0,1,1,0,0,1,0,0.487179,0.09067,0.2,0.2,0.2,0.75,0.8,0.2,0.25,0.8,0.8,0.8,0.75,0.5,0.8,0.8,0.049645,0.039462,'neutral or dissatisfied'
1,0,1,0,0,1,0,0,1,0.128205,0.21042,0.2,0.8,0.2,0,0.4,0.2,0.25,0.4,1,1,1,0.5,0.8,0.4,0.001773,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,0,1,0.282051,0.140145,0.8,0.4,0.4,0.25,0.8,0.8,0.75,0.8,0.2,0.4,0.5,0.25,0.6,0.8,0.04078,0.063677,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.371795,0.023425,0.8,0.8,0.8,0.75,0.4,1,1,0.8,0.8,0.8,0.5,0.5,0.8,0.6,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.461538,0.494144,0.6,0.6,0.6,0.5,0.6,0.4,0.5,0.6,0.6,0.8,0.75,0.5,0.6,0.6,0,0,satisfied
1,0,0,1,1,0,1,0,0,0.371795,0.04483,0.4,0,0.4,0.25,0.4,0.4,0.25,0.4,0.4,0.6,0.75,0.75,0.8,0.4,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,0,0,1,0.012821,0.192851,0.2,0.8,0.4,0.75,0.2,0.4,0,0.2,0.8,0.8,1,0.75,1,0.2,0.012411,0.002691,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.474359,0.493538,0.4,1,1,1,0.4,0.4,0.25,0.2,1,0.4,0.75,0.25,0.4,0.4,0,0.012556,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.576923,0.196486,0.2,0.2,0.8,0,0.8,0.8,0.75,1,1,1,1,0.5,1,0.8,0.004433,0,satisfied
0,1,1,0,1,0,0,0,1,0.269231,0.197698,0.6,0.8,0.8,0.75,0.6,0.6,0.5,0.6,0.8,1,0.5,0.25,0.6,0.6,0,0.003587,'neutral or dissatisfied'
0,1,1,0,0,1,0,0,1,0.666667,0.128029,0.6,0.4,0.6,0.75,1,0.6,1,1,0.2,0.2,0.75,0.75,0.6,1,0.000887,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.179487,0.041195,1,1,1,0.25,0.8,1,0.75,0.8,1,0.8,0.75,1,1,0.8,0,0,satisfied
0,1,1,0,0,1,0,0,1,0.717949,0.202746,0.6,0.2,0.6,0.75,0.4,0.6,0.25,0.4,0.2,0.8,0.75,0,0.6,0.4,0,0.058296,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.371795,0.013126,0.6,0.4,0.4,0.25,0.6,0.6,0.5,0.6,0.4,0.2,0.75,0.75,0.6,0.6,0.021277,0.013453,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.74359,0.018982,0.8,0.6,0.8,0.5,0.8,0.6,0.75,0.8,0.8,0.8,0.75,0.25,0.8,0.8,0,0.009865,'neutral or dissatisfied'
1,0,1,0,0,1,0,1,0,0.615385,0.046446,0.6,0.4,0,0.5,0.2,0.8,0.75,0.6,0.6,0,0.5,0,0.6,0.2,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.358974,0.188409,0.8,0.8,0.8,0.75,0.6,0.8,0.5,0.6,0.6,0.8,1,0.75,0.8,0.6,0,0,'neutral or dissatisfied'
0,1,0,1,1,0,1,0,0,0.474359,0.174879,0.6,0.6,0.6,0.75,0.2,0.6,0,0.2,0.4,0.8,1,1,0.6,0.2,0.009752,0,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.089744,0.502827,0.4,0.8,0.8,0.75,0.4,0.4,0,0.4,0.2,0.2,0.75,0.75,0.8,0.4,0,0.004484,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.358974,0.010299,0.4,0.4,0.6,0.75,0.8,0.6,0.5,0.8,0.8,0.2,0.75,0.25,0.8,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.128205,0.059976,0.8,1,0.8,0.75,1,0.8,1,1,0.2,1,0.25,1,0.8,1,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,0,1,0,0.74359,0.113893,0.6,0.4,0.6,0.5,1,0.6,0.75,0.6,0.6,0.6,0.5,0.5,0.6,0.2,0.082447,0.086996,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.217949,0.475565,0.4,1,0.8,1,0.4,0.4,0.25,0.4,0.2,0.8,0.5,0,0.4,0.4,0,0,'neutral or dissatisfied'
0,1,0,1,1,0,0,1,0,0.25641,0.02605,0.2,0.4,0.4,0.5,0.2,0.4,0,0.2,0.6,0.4,1,0.75,0.8,0.2,0.057624,0.04574,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.115385,0.1771,0.2,0.2,0.2,0.25,0.8,0.2,0.75,0.8,1,0.6,0,0.25,0.2,0.8,0,0.000897,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.448718,0.715872,0.8,0.8,0.8,0.75,0.2,0.6,0,0.8,0.8,0.8,0.75,1,0.8,0.2,0,0.001794,satisfied
1,0,1,0,1,0,0,1,0,0.628205,0.380654,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.8,0.8,0.75,0.5,0.8,0.6,0,0,satisfied
0,1,1,0,0,1,1,0,0,0.423077,0.045234,0.6,1,0.6,0,0.4,0.6,0.75,0.4,0.8,0.4,1,0.75,1,0.4,0.004433,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.307692,0.358441,0.4,0.4,0.4,0.25,0.4,0.4,0.25,0.4,0.6,1,0.75,0.75,1,0.4,0,0,satisfied
1,0,1,0,1,0,1,0,0,0.705128,0.036955,0.6,0.4,0.4,0.25,0.8,0.8,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.2,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.564103,0.119144,0.4,0.8,0.4,0,0.4,0.8,0.75,0.6,0.6,0.4,0.5,1,0.6,0.6,0,0,'neutral or dissatisfied'
0,1,0,1,1,0,1,0,0,0.397436,0.034128,0.8,1,0.8,0.75,0.8,0.8,0.5,0.8,1,0.6,0.5,0.25,0.4,0.8,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.230769,0.300889,0.6,0.6,0.6,0.5,1,1,1,1,0.2,0.4,0,0.75,0.4,1,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.525641,0.081785,1,1,1,1,0.8,0.6,0.5,1,1,1,1,0,1,1,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.423077,0.119144,0.2,0.2,0.8,0,0.8,1,0.75,1,1,1,1,0.5,1,0.8,0,0,satisfied
0,1,1,0,1,0,1,0,0,0.307692,0.053514,0,0,0,0.25,1,0,1,1,0.6,0.2,0,0.5,0.4,1,0,0,satisfied
1,0,1,0,0,1,1,0,0,0.230769,0.132876,0.6,0.8,0.6,0.75,0.4,0.6,0,0.4,0.8,0.4,0.75,1,1,0.4,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,0,1,0,0.769231,0.143982,0.4,0.6,0.4,0.25,1,0.6,1,0.6,0.6,0.4,0.25,0,0.6,0.8,0.046099,0.042152,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.461538,0.32088,0.2,1,0.6,1,0.2,0.2,0,0.2,0.2,1,0.75,0,0.6,0.2,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.692308,0.478393,0.4,0.4,0.4,0.25,0.8,0.6,0.5,0.8,0.8,1,0.75,0.75,0.8,0.6,0,0.002691,satisfied
0,1,1,0,1,0,1,0,0,0.641026,0.054725,0.8,0.4,0.2,0,0.8,0.8,0.75,0.8,1,1,1,0.75,0.6,0.8,0.008865,0.001794,satisfied
0,1,1,0,0,1,1,0,0,0.089744,0.022011,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.4,0.8,0,0.25,0.4,0.6,0.025709,0.021525,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.538462,0.163772,0.4,1,1,1,0.4,0.4,0.25,0.4,0.2,0.6,0.5,0.25,0.6,0.4,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.564103,0.330977,0.6,0.6,0.6,0.5,0.6,1,0.75,0.4,0.4,0.4,0.25,0.5,0.4,0.6,0.004433,0,satisfied
